store_id,store_name,store_city,store_state,store_zip,store_open_date,store_closed_date
STORE-7900,Anycompany - store-7900,Phoenix,CA,93304,2005-01-03,9999-12-782
STORE-8411,Anycompany - store-8411,Phoenix,TX,50281,2005-01-03,9999-12-783
STORE-6830,Anycompany - store-6830,Chicago,TX,79766,2005-01-03,9999-12-784
STORE-3707,Anycompany - store-3707,Charlotte,TX,42259,2005-01-03,9999-12-785
STORE-1551,Anycompany - store-1551,Chicago,NC,46088,2005-01-03,9999-12-786
STORE-8754,Anycompany - store-8754,Columbus,TX,29592,2005-01-03,9999-12-787
STORE-2167,Anycompany - store-2167,Indianapolis,CA,92884,2005-01-03,9999-12-788
STORE-6702,Anycompany - store-6702,Dallas,IL,92118,2005-01-03,9999-12-789
STORE-1572,Anycompany - store-1572,Columbus,TX,52795,2005-01-03,9999-12-790
STORE-3162,Anycompany - store-3162,Charlotte,FL,40172,2005-01-03,9999-12-791
STORE-8593,Anycompany - store-8593,Dallas,OH,37537,2005-01-03,9999-12-792
STORE-9215,Anycompany - store-9215,Fort Worth,NY,22620,2005-01-03,9999-12-793
STORE-9722,Anycompany - store-9722,Fort Worth,AZ,93397,2005-01-03,9999-12-794
STORE-1800,Anycompany - store-1800,Houston,WA,46756,2005-01-03,9999-12-795
STORE-1226,Anycompany - store-1226,New York,OH,74458,2005-01-03,9999-12-796
STORE-9041,Anycompany - store-9041,Dallas,IL,34900,2005-01-03,9999-12-797
STORE-2928,Anycompany - store-2928,San Jose,TX,81929,2005-01-03,9999-12-798
STORE-2255,Anycompany - store-2255,Indianapolis,NY,39716,2005-01-03,9999-12-799
STORE-2732,Anycompany - store-2732,Washington,CA,21323,2005-01-03,9999-12-800
STORE-3735,Anycompany - store-3735,Phoenix,TX,28785,2005-01-03,9999-12-801
STORE-1201,Anycompany - store-1201,Indianapolis,FL,99218,2005-01-03,9999-12-802
STORE-6576,Anycompany - store-6576,Charlotte,PA,93733,2005-01-03,9999-12-803
STORE-8095,Anycompany - store-8095,New York,CA,84796,2005-01-03,9999-12-804
STORE-8428,Anycompany - store-8428,Denver,CO,48201,2005-01-03,9999-12-805
STORE-5051,Anycompany - store-5051,Denver,WA,86265,2005-01-03,9999-12-806
STORE-8376,Anycompany - store-8376,New York,TX,52663,2005-01-03,9999-12-807
STORE-9798,Anycompany - store-9798,Jacksonville,IL,35367,2005-01-03,9999-12-808
STORE-2292,Anycompany - store-2292,San Jose,NY,57935,2005-01-03,9999-12-809
STORE-6885,Anycompany - store-6885,San Francisco,CA,38117,2005-01-03,9999-12-810
STORE-6268,Anycompany - store-6268,Phoenix,TX,78122,2005-01-03,9999-12-811
STORE-9319,Anycompany - store-9319,New York,AZ,59906,2005-01-03,9999-12-812
STORE-2097,Anycompany - store-2097,Philadelphia,CA,85407,2005-01-03,9999-12-813
STORE-1693,Anycompany - store-1693,Los Angeles,CO,31383,2005-01-03,9999-12-814
STORE-5966,Anycompany - store-5966,Seattle,IL,52879,2005-01-03,9999-12-815
STORE-7449,Anycompany - store-7449,New York,OH,65486,2005-01-03,9999-12-816
STORE-3076,Anycompany - store-3076,Jacksonville,FL,91924,2005-01-03,9999-12-817
STORE-4211,Anycompany - store-4211,Denver,TX,56824,2005-01-03,9999-12-818
STORE-4763,Anycompany - store-4763,Washington,TX,62193,2005-01-03,9999-12-819
STORE-7068,Anycompany - store-7068,Charlotte,TX,74339,2005-01-03,9999-12-820
STORE-4547,Anycompany - store-4547,San Jose,CA,19386,2005-01-03,9999-12-821
STORE-2892,Anycompany - store-2892,Dallas,CA,33626,2005-01-03,9999-12-822
STORE-1642,Anycompany - store-1642,Washington,DC,15623,2005-01-03,9999-12-823
STORE-8336,Anycompany - store-8336,San Diego,FL,53205,2005-01-03,9999-12-824
STORE-6037,Anycompany - store-6037,San Francisco,DC,90908,2005-01-03,9999-12-825
STORE-9979,Anycompany - store-9979,Phoenix,TX,66743,2005-01-03,9999-12-826
STORE-8330,Anycompany - store-8330,San Diego,TX,16745,2005-01-03,9999-12-827
STORE-2709,Anycompany - store-2709,Indianapolis,DC,10638,2005-01-03,9999-12-828
STORE-2418,Anycompany - store-2418,Indianapolis,NY,46580,2005-01-03,9999-12-829
STORE-8916,Anycompany - store-8916,Columbus,NY,84026,2005-01-03,9999-12-830
STORE-3736,Anycompany - store-3736,San Antonio,TX,65438,2005-01-03,9999-12-831
STORE-2857,Anycompany - store-2857,Charlotte,CA,74522,2005-01-03,9999-12-832
STORE-4638,Anycompany - store-4638,New York,TX,14933,2005-01-03,9999-12-833
STORE-1088,Anycompany - store-1088,Austin,CO,95830,2005-01-03,9999-12-834
STORE-6359,Anycompany - store-6359,Austin,TX,50787,2005-01-03,9999-12-835
STORE-1160,Anycompany - store-1160,Houston,TX,14211,2005-01-03,9999-12-836
STORE-1739,Anycompany - store-1739,Charlotte,TX,45070,2005-01-03,9999-12-837
STORE-6762,Anycompany - store-6762,Dallas,CA,40337,2005-01-03,9999-12-838
STORE-2288,Anycompany - store-2288,Seattle,FL,76523,2005-01-03,9999-12-839
STORE-5670,Anycompany - store-5670,Fort Worth,DC,22261,2005-01-03,9999-12-840
STORE-4504,Anycompany - store-4504,New York,TX,41876,2005-01-03,9999-12-841
STORE-9555,Anycompany - store-9555,Jacksonville,FL,47710,2005-01-03,9999-12-842
STORE-2975,Anycompany - store-2975,San Diego,WA,32591,2005-01-03,9999-12-843
STORE-9558,Anycompany - store-9558,Chicago,IL,17588,2005-01-03,9999-12-844
STORE-4153,Anycompany - store-4153,Austin,AZ,70434,2005-01-03,9999-12-845
STORE-2858,Anycompany - store-2858,Indianapolis,AZ,13759,2005-01-03,9999-12-846
STORE-1353,Anycompany - store-1353,Jacksonville,NC,25703,2005-01-03,9999-12-847
STORE-6365,Anycompany - store-6365,Jacksonville,WA,37636,2005-01-03,9999-12-848
STORE-8081,Anycompany - store-8081,Fort Worth,CA,67095,2005-01-03,9999-12-849
STORE-6600,Anycompany - store-6600,Charlotte,CA,90334,2005-01-03,9999-12-850
STORE-1293,Anycompany - store-1293,Charlotte,DC,93239,2005-01-03,9999-12-851
STORE-1034,Anycompany - store-1034,Washington,CO,18876,2005-01-03,9999-12-852
STORE-9402,Anycompany - store-9402,Chicago,CA,49420,2005-01-03,9999-12-853
STORE-3732,Anycompany - store-3732,San Diego,IL,56703,2005-01-03,9999-12-854
STORE-3561,Anycompany - store-3561,Seattle,TX,76283,2005-01-03,9999-12-855
STORE-1666,Anycompany - store-1666,Columbus,FL,30543,2005-01-03,9999-12-856
STORE-4620,Anycompany - store-4620,San Jose,FL,83921,2005-01-03,9999-12-857
STORE-9245,Anycompany - store-9245,San Francisco,OH,48873,2005-01-03,9999-12-858
STORE-8189,Anycompany - store-8189,Los Angeles,CA,16482,2005-01-03,9999-12-859
STORE-8710,Anycompany - store-8710,Fort Worth,TX,78340,2005-01-03,9999-12-860
STORE-5489,Anycompany - store-5489,Fort Worth,DC,72393,2005-01-03,9999-12-861
STORE-4697,Anycompany - store-4697,Houston,TX,17127,2005-01-03,9999-12-862
STORE-8853,Anycompany - store-8853,San Francisco,WA,47390,2005-01-03,9999-12-863
STORE-2654,Anycompany - store-2654,Denver,CO,78868,2005-01-03,9999-12-864
STORE-2443,Anycompany - store-2443,Washington,NC,74835,2005-01-03,9999-12-865
STORE-4499,Anycompany - store-4499,Chicago,TX,51470,2005-01-03,9999-12-866
STORE-5110,Anycompany - store-5110,Denver,CA,66265,2005-01-03,9999-12-867
STORE-9831,Anycompany - store-9831,Austin,TX,99477,2005-01-03,9999-12-868
STORE-1840,Anycompany - store-1840,Chicago,NY,82847,2005-01-03,9999-12-869
STORE-4305,Anycompany - store-4305,Dallas,WA,31278,2005-01-03,9999-12-870
STORE-4774,Anycompany - store-4774,Indianapolis,CO,90646,2005-01-03,9999-12-871
STORE-5878,Anycompany - store-5878,Philadelphia,IN,26003,2005-01-03,9999-12-872
STORE-6067,Anycompany - store-6067,Austin,PA,61729,2005-01-03,9999-12-873
STORE-3853,Anycompany - store-3853,Indianapolis,TX,34156,2005-01-03,9999-12-874
STORE-7529,Anycompany - store-7529,Philadelphia,TX,61856,2005-01-03,9999-12-875
STORE-4811,Anycompany - store-4811,Dallas,OH,97592,2005-01-03,9999-12-876
STORE-7716,Anycompany - store-7716,Philadelphia,CA,63436,2005-01-03,9999-12-877
STORE-9913,Anycompany - store-9913,Indianapolis,OH,63270,2005-01-03,9999-12-878
STORE-5849,Anycompany - store-5849,San Antonio,TX,88923,2005-01-03,9999-12-879
STORE-3383,Anycompany - store-3383,Chicago,NY,50852,2005-01-03,9999-12-880
STORE-8518,Anycompany - store-8518,San Antonio,FL,81637,2005-01-03,9999-12-881
STORE-6614,Anycompany - store-6614,Denver,OH,53956,2005-01-03,9999-12-882
STORE-7873,Anycompany - store-7873,Columbus,NY,31675,2005-01-03,9999-12-883
STORE-9902,Anycompany - store-9902,Dallas,FL,70368,2005-01-03,9999-12-884
STORE-7919,Anycompany - store-7919,Columbus,AZ,58176,2005-01-03,9999-12-885
STORE-7222,Anycompany - store-7222,Philadelphia,NC,96558,2005-01-03,9999-12-886
STORE-4263,Anycompany - store-4263,San Jose,CA,93800,2005-01-03,9999-12-887
STORE-2072,Anycompany - store-2072,San Jose,CA,72851,2005-01-03,9999-12-888
STORE-9254,Anycompany - store-9254,New York,IN,81772,2005-01-03,9999-12-889
STORE-8724,Anycompany - store-8724,Seattle,TX,68354,2005-01-03,9999-12-890
STORE-4702,Anycompany - store-4702,Denver,TX,64536,2005-01-03,9999-12-891
STORE-6243,Anycompany - store-6243,San Diego,TX,14677,2005-01-03,9999-12-892
STORE-2239,Anycompany - store-2239,Washington,WA,82820,2005-01-03,9999-12-893
STORE-8897,Anycompany - store-8897,Philadelphia,TX,36526,2005-01-03,9999-12-894
STORE-6220,Anycompany - store-6220,Austin,TX,41368,2005-01-03,9999-12-895
STORE-3839,Anycompany - store-3839,Seattle,IL,44643,2005-01-03,9999-12-896
STORE-6503,Anycompany - store-6503,Fort Worth,AZ,99853,2005-01-03,9999-12-897
STORE-7108,Anycompany - store-7108,Phoenix,CA,60528,2005-01-03,9999-12-898
STORE-5723,Anycompany - store-5723,Los Angeles,FL,38523,2005-01-03,9999-12-899
STORE-9829,Anycompany - store-9829,Fort Worth,CA,91947,2005-01-03,9999-12-900
STORE-1456,Anycompany - store-1456,Dallas,FL,66915,2005-01-03,9999-12-901
STORE-9867,Anycompany - store-9867,Phoenix,IN,44613,2005-01-03,9999-12-902
STORE-3228,Anycompany - store-3228,San Jose,CA,58169,2005-01-03,9999-12-903
STORE-8338,Anycompany - store-8338,Indianapolis,NY,11314,2005-01-03,9999-12-904
STORE-2777,Anycompany - store-2777,Seattle,CA,41705,2005-01-03,9999-12-905
STORE-1150,Anycompany - store-1150,Austin,CA,98756,2005-01-03,9999-12-906
STORE-5315,Anycompany - store-5315,Columbus,IN,44350,2005-01-03,9999-12-907
STORE-7783,Anycompany - store-7783,Washington,CA,81267,2005-01-03,9999-12-908
STORE-3263,Anycompany - store-3263,San Diego,NY,86495,2005-01-03,9999-12-909
STORE-7202,Anycompany - store-7202,Austin,CA,55363,2005-01-03,9999-12-910
STORE-2729,Anycompany - store-2729,Indianapolis,CA,28528,2005-01-03,9999-12-911
STORE-1125,Anycompany - store-1125,Los Angeles,CA,70897,2005-01-03,9999-12-912
STORE-5488,Anycompany - store-5488,New York,DC,67564,2005-01-03,9999-12-913
STORE-3361,Anycompany - store-3361,Seattle,CA,58826,2005-01-03,9999-12-914
STORE-1178,Anycompany - store-1178,Indianapolis,OH,52716,2005-01-03,9999-12-915
STORE-7818,Anycompany - store-7818,San Jose,TX,12217,2005-01-03,9999-12-916
STORE-6430,Anycompany - store-6430,Washington,TX,42672,2005-01-03,9999-12-917
STORE-3045,Anycompany - store-3045,Fort Worth,TX,54206,2005-01-03,9999-12-918
STORE-4161,Anycompany - store-4161,Dallas,NC,98468,2005-01-03,9999-12-919
STORE-9813,Anycompany - store-9813,Houston,AZ,24167,2005-01-03,9999-12-920
STORE-2853,Anycompany - store-2853,San Francisco,CA,42597,2005-01-03,9999-12-921
STORE-4011,Anycompany - store-4011,Chicago,OH,22715,2005-01-03,9999-12-922
STORE-4841,Anycompany - store-4841,Washington,CO,23904,2005-01-03,9999-12-923
STORE-1163,Anycompany - store-1163,Houston,TX,25518,2005-01-03,9999-12-924
STORE-5641,Anycompany - store-5641,Phoenix,TX,79068,2005-01-03,9999-12-925
STORE-9211,Anycompany - store-9211,Charlotte,WA,28239,2005-01-03,9999-12-926
STORE-1995,Anycompany - store-1995,New York,FL,96574,2005-01-03,9999-12-927
STORE-2863,Anycompany - store-2863,New York,OH,26347,2005-01-03,9999-12-928
STORE-8880,Anycompany - store-8880,Indianapolis,CA,92664,2005-01-03,9999-12-929
STORE-1097,Anycompany - store-1097,San Diego,TX,20480,2005-01-03,9999-12-930
STORE-4484,Anycompany - store-4484,Washington,PA,82947,2005-01-03,9999-12-931
STORE-3443,Anycompany - store-3443,Denver,TX,45215,2005-01-03,9999-12-932
STORE-7952,Anycompany - store-7952,Jacksonville,TX,49922,2005-01-04,9999-12-933
STORE-3307,Anycompany - store-3307,Seattle,IL,53524,2005-01-04,9999-12-934
STORE-1274,Anycompany - store-1274,Charlotte,TX,57307,2005-01-04,9999-12-935
STORE-8130,Anycompany - store-8130,Charlotte,NC,51211,2005-01-04,9999-12-936
STORE-4299,Anycompany - store-4299,Los Angeles,FL,48225,2005-01-04,9999-12-937
STORE-6161,Anycompany - store-6161,Washington,AZ,22947,2005-01-04,9999-12-938
STORE-3002,Anycompany - store-3002,San Antonio,CA,64138,2005-01-04,9999-12-939
STORE-4757,Anycompany - store-4757,Philadelphia,CA,59541,2005-01-04,9999-12-940
STORE-2789,Anycompany - store-2789,San Diego,IL,71389,2005-01-04,9999-12-941
STORE-4345,Anycompany - store-4345,Charlotte,NY,54680,2005-01-04,9999-12-942
STORE-1768,Anycompany - store-1768,Philadelphia,AZ,41427,2005-01-04,9999-12-943
STORE-2162,Anycompany - store-2162,Chicago,NY,80332,2005-01-04,9999-12-944
STORE-6433,Anycompany - store-6433,Austin,TX,99159,2005-01-04,9999-12-945
STORE-4009,Anycompany - store-4009,Austin,IL,52227,2005-01-04,9999-12-946
STORE-5429,Anycompany - store-5429,Indianapolis,FL,28697,2005-01-04,9999-12-947
STORE-3142,Anycompany - store-3142,Dallas,CA,72812,2005-01-04,9999-12-948
STORE-5120,Anycompany - store-5120,Columbus,FL,75708,2005-01-04,9999-12-949
STORE-9236,Anycompany - store-9236,New York,CA,78255,2005-01-04,9999-12-950
STORE-4350,Anycompany - store-4350,Philadelphia,TX,96083,2005-01-04,9999-12-951
STORE-6566,Anycompany - store-6566,San Diego,PA,95945,2005-01-04,9999-12-952
STORE-7925,Anycompany - store-7925,San Diego,TX,62492,2005-01-04,9999-12-953
STORE-1494,Anycompany - store-1494,Denver,TX,17284,2005-01-04,9999-12-954
STORE-4385,Anycompany - store-4385,San Diego,CA,42417,2005-01-04,9999-12-955
STORE-4291,Anycompany - store-4291,San Jose,CA,36933,2005-01-04,9999-12-956
STORE-9784,Anycompany - store-9784,Seattle,OH,50393,2005-01-04,9999-12-957
STORE-2409,Anycompany - store-2409,Jacksonville,NC,29393,2005-01-04,9999-12-958
STORE-2831,Anycompany - store-2831,Indianapolis,CA,85145,2005-01-04,9999-12-959
STORE-5899,Anycompany - store-5899,Columbus,TX,33127,2005-01-04,9999-12-960
STORE-1237,Anycompany - store-1237,Philadelphia,AZ,59824,2005-01-04,9999-12-961
STORE-4248,Anycompany - store-4248,San Antonio,TX,86580,2005-01-04,9999-12-962
STORE-1048,Anycompany - store-1048,Denver,PA,47436,2005-01-04,9999-12-963
STORE-3824,Anycompany - store-3824,Philadelphia,TX,33933,2005-01-04,9999-12-964
STORE-4988,Anycompany - store-4988,San Francisco,PA,78887,2005-01-04,9999-12-965
STORE-1615,Anycompany - store-1615,San Antonio,AZ,91546,2005-01-04,9999-12-966
STORE-7135,Anycompany - store-7135,Seattle,TX,35277,2005-01-04,9999-12-967
STORE-3371,Anycompany - store-3371,Dallas,DC,11475,2005-01-04,9999-12-968
STORE-4756,Anycompany - store-4756,Los Angeles,IL,57372,2005-01-04,9999-12-969
STORE-4245,Anycompany - store-4245,Houston,FL,25557,2005-01-04,9999-12-970
STORE-2534,Anycompany - store-2534,Houston,AZ,33181,2005-01-04,9999-12-971
STORE-9836,Anycompany - store-9836,Denver,OH,65113,2005-01-04,9999-12-972
STORE-1382,Anycompany - store-1382,Denver,NC,51951,2005-01-04,9999-12-973
STORE-5028,Anycompany - store-5028,Denver,CA,75599,2005-01-04,9999-12-974
STORE-6458,Anycompany - store-6458,Columbus,OH,84723,2005-01-04,9999-12-975
STORE-6700,Anycompany - store-6700,Los Angeles,CA,84278,2005-01-04,9999-12-976
STORE-4410,Anycompany - store-4410,Washington,FL,32036,2005-01-04,9999-12-977
STORE-5679,Anycompany - store-5679,Chicago,OH,35384,2005-01-04,9999-12-978
STORE-5360,Anycompany - store-5360,Denver,NC,81214,2005-01-04,9999-12-979
STORE-8200,Anycompany - store-8200,Denver,WA,47586,2005-01-04,9999-12-980
STORE-5826,Anycompany - store-5826,San Francisco,TX,38686,2005-01-04,9999-12-981
STORE-7330,Anycompany - store-7330,San Diego,CA,86498,2005-01-04,9999-12-982
STORE-9334,Anycompany - store-9334,Los Angeles,NC,53891,2005-01-04,9999-12-983
STORE-5037,Anycompany - store-5037,San Antonio,CA,13197,2005-01-04,9999-12-984
STORE-5609,Anycompany - store-5609,New York,AZ,73171,2005-01-04,9999-12-985
STORE-4018,Anycompany - store-4018,Houston,TX,18389,2005-01-04,9999-12-986
STORE-9039,Anycompany - store-9039,San Jose,PA,72197,2005-01-04,9999-12-987
STORE-9216,Anycompany - store-9216,San Antonio,PA,87319,2005-01-04,9999-12-988
STORE-9659,Anycompany - store-9659,Seattle,NY,58115,2005-01-04,9999-12-989
STORE-7080,Anycompany - store-7080,Philadelphia,FL,17430,2005-01-04,9999-12-990
STORE-7258,Anycompany - store-7258,New York,IL,65385,2005-01-04,9999-12-991
STORE-4936,Anycompany - store-4936,Jacksonville,CO,62565,2005-01-04,9999-12-992
STORE-8507,Anycompany - store-8507,Charlotte,TX,75723,2005-01-04,9999-12-993
STORE-4886,Anycompany - store-4886,Indianapolis,TX,81396,2005-01-04,9999-12-994
STORE-3457,Anycompany - store-3457,Seattle,PA,88921,2005-01-04,9999-12-995
STORE-1857,Anycompany - store-1857,Jacksonville,NY,95626,2005-01-04,9999-12-996
STORE-5466,Anycompany - store-5466,Washington,TX,53000,2005-01-04,9999-12-997
STORE-5206,Anycompany - store-5206,San Antonio,WA,55098,2005-01-04,9999-12-998
STORE-2658,Anycompany - store-2658,Chicago,PA,31268,2005-01-04,9999-12-999
STORE-6092,Anycompany - store-6092,Los Angeles,CA,59311,2005-01-04,9999-12-1000
STORE-5673,Anycompany - store-5673,San Jose,IN,88651,2005-01-04,9999-12-1001
STORE-4038,Anycompany - store-4038,Columbus,FL,64497,2005-01-04,9999-12-1002
STORE-5729,Anycompany - store-5729,Philadelphia,TX,88246,2005-01-04,9999-12-1003
STORE-1688,Anycompany - store-1688,New York,CA,61014,2005-01-04,9999-12-1004
STORE-5812,Anycompany - store-5812,Indianapolis,FL,24119,2005-01-04,9999-12-1005
STORE-4538,Anycompany - store-4538,San Diego,CO,37404,2005-01-04,9999-12-1006
STORE-4514,Anycompany - store-4514,Los Angeles,AZ,63312,2005-01-04,9999-12-1007
STORE-9192,Anycompany - store-9192,Dallas,CA,93459,2005-01-04,9999-12-1008
STORE-6286,Anycompany - store-6286,Dallas,DC,56733,2005-01-04,9999-12-1009
STORE-2320,Anycompany - store-2320,San Diego,TX,99651,2005-01-04,9999-12-1010
STORE-1621,Anycompany - store-1621,Charlotte,WA,26290,2005-01-04,9999-12-1011
STORE-2609,Anycompany - store-2609,Phoenix,CA,82164,2005-01-04,9999-12-1012
STORE-9609,Anycompany - store-9609,Phoenix,CA,98575,2005-01-04,9999-12-1013
STORE-2943,Anycompany - store-2943,Dallas,CA,44998,2005-01-04,9999-12-1014
STORE-8004,Anycompany - store-8004,Fort Worth,NY,69447,2005-01-04,9999-12-1015
STORE-4230,Anycompany - store-4230,Charlotte,WA,21005,2005-01-04,9999-12-1016
STORE-1912,Anycompany - store-1912,Phoenix,IN,12719,2005-01-04,9999-12-1017
STORE-1370,Anycompany - store-1370,Washington,CA,93994,2005-01-04,9999-12-1018
STORE-6279,Anycompany - store-6279,Chicago,WA,51048,2005-01-04,9999-12-1019
STORE-9155,Anycompany - store-9155,Washington,AZ,64226,2005-01-04,9999-12-1020
STORE-1155,Anycompany - store-1155,Chicago,TX,52705,2005-01-04,9999-12-1021
STORE-9113,Anycompany - store-9113,San Antonio,FL,62908,2005-01-04,9999-12-1022
STORE-6761,Anycompany - store-6761,San Diego,IN,41946,2005-01-04,9999-12-1023
STORE-4610,Anycompany - store-4610,San Jose,OH,35957,2005-01-04,9999-12-1024
STORE-8904,Anycompany - store-8904,Dallas,TX,80843,2005-01-04,9999-12-1025
STORE-9193,Anycompany - store-9193,Houston,IL,46437,2005-01-04,9999-12-1026
STORE-8516,Anycompany - store-8516,Fort Worth,CA,84471,2005-01-04,9999-12-1027
STORE-6134,Anycompany - store-6134,San Antonio,PA,97619,2005-01-04,9999-12-1028
STORE-4503,Anycompany - store-4503,Philadelphia,IL,11437,2005-01-04,9999-12-1029
STORE-6815,Anycompany - store-6815,Phoenix,NY,75486,2005-01-04,9999-12-1030
STORE-5648,Anycompany - store-5648,Fort Worth,CO,14461,2005-01-04,9999-12-1031
STORE-7657,Anycompany - store-7657,Dallas,NY,71505,2005-01-04,9999-12-1032
STORE-7318,Anycompany - store-7318,San Jose,CA,42425,2005-01-04,9999-12-1033
STORE-9032,Anycompany - store-9032,Austin,CA,56496,2005-01-04,9999-12-1034
STORE-9369,Anycompany - store-9369,Denver,NY,47333,2005-01-04,9999-12-1035
STORE-4412,Anycompany - store-4412,Fort Worth,OH,94958,2005-01-04,9999-12-1036
STORE-9830,Anycompany - store-9830,Houston,CA,54344,2005-01-04,9999-12-1037
STORE-9924,Anycompany - store-9924,Philadelphia,PA,59437,2005-01-04,9999-12-1038
STORE-4003,Anycompany - store-4003,Phoenix,TX,63209,2005-01-04,9999-12-1039
STORE-2883,Anycompany - store-2883,New York,IL,77576,2005-01-04,9999-12-1040
STORE-9429,Anycompany - store-9429,Austin,WA,37588,2005-01-04,9999-12-1041
STORE-1485,Anycompany - store-1485,Philadelphia,TX,98574,2005-01-04,9999-12-1042
STORE-2517,Anycompany - store-2517,Austin,CA,94330,2005-01-04,9999-12-1043
STORE-8986,Anycompany - store-8986,Indianapolis,OH,91468,2005-01-04,9999-12-1044
STORE-4361,Anycompany - store-4361,Columbus,TX,92330,2005-01-04,9999-12-1045
STORE-9795,Anycompany - store-9795,Houston,FL,92912,2005-01-04,9999-12-1046
STORE-8575,Anycompany - store-8575,Los Angeles,TX,53673,2005-01-04,9999-12-1047
STORE-6929,Anycompany - store-6929,Chicago,WA,64068,2005-01-04,9999-12-1048
STORE-6481,Anycompany - store-6481,Chicago,CA,48407,2005-01-04,9999-12-1049
STORE-2035,Anycompany - store-2035,San Diego,AZ,60396,2005-01-04,9999-12-1050
STORE-2787,Anycompany - store-2787,San Diego,DC,89414,2005-01-04,9999-12-1051
STORE-6393,Anycompany - store-6393,Seattle,IN,79595,2005-01-04,9999-12-1052
STORE-3053,Anycompany - store-3053,San Jose,PA,42098,2005-01-04,9999-12-1053
STORE-9064,Anycompany - store-9064,Washington,TX,47949,2005-01-04,9999-12-1054
STORE-5711,Anycompany - store-5711,San Jose,IL,47718,2005-01-04,9999-12-1055
STORE-1177,Anycompany - store-1177,Austin,TX,30060,2005-01-04,9999-12-1056
STORE-5492,Anycompany - store-5492,San Jose,OH,71293,2005-01-04,9999-12-1057
STORE-9679,Anycompany - store-9679,Indianapolis,TX,27775,2005-01-04,9999-12-1058
STORE-7650,Anycompany - store-7650,Philadelphia,CA,45149,2005-01-04,9999-12-1059
STORE-5507,Anycompany - store-5507,Columbus,CO,63884,2005-01-04,9999-12-1060
STORE-3298,Anycompany - store-3298,Austin,DC,53540,2005-01-04,9999-12-1061
STORE-4051,Anycompany - store-4051,San Diego,TX,73319,2005-01-04,9999-12-1062
STORE-5807,Anycompany - store-5807,Los Angeles,IN,21918,2005-01-04,9999-12-1063
STORE-1121,Anycompany - store-1121,Dallas,TX,74702,2005-01-04,9999-12-1064
STORE-5147,Anycompany - store-5147,Philadelphia,IN,70254,2005-01-04,9999-12-1065
STORE-3274,Anycompany - store-3274,Columbus,CA,87120,2005-01-04,9999-12-1066
STORE-3753,Anycompany - store-3753,Charlotte,CA,41994,2005-01-04,9999-12-1067
STORE-5616,Anycompany - store-5616,Fort Worth,CA,10052,2005-01-04,9999-12-1068
STORE-8274,Anycompany - store-8274,Austin,CA,82870,2005-01-04,9999-12-1069
STORE-2153,Anycompany - store-2153,Denver,TX,29918,2005-01-04,9999-12-1070
STORE-9895,Anycompany - store-9895,Denver,TX,37423,2005-01-04,9999-12-1071
STORE-1009,Anycompany - store-1009,Phoenix,WA,67034,2005-01-04,9999-12-1072
STORE-9396,Anycompany - store-9396,Phoenix,TX,57507,2005-01-04,9999-12-1073
STORE-4312,Anycompany - store-4312,Denver,DC,80894,2005-01-04,9999-12-1074
STORE-7067,Anycompany - store-7067,Fort Worth,IL,47023,2005-01-04,9999-12-1075
STORE-9218,Anycompany - store-9218,San Antonio,CA,91745,2005-01-04,9999-12-1076
STORE-2821,Anycompany - store-2821,San Antonio,CA,59822,2005-01-04,9999-12-1077
STORE-4614,Anycompany - store-4614,Austin,TX,67850,2005-01-04,9999-12-1078
STORE-5092,Anycompany - store-5092,San Jose,DC,36932,2005-01-04,9999-12-1079
STORE-3581,Anycompany - store-3581,Los Angeles,IL,28077,2005-01-04,9999-12-1080
STORE-5198,Anycompany - store-5198,Fort Worth,TX,83817,2005-01-04,9999-12-1081
STORE-9730,Anycompany - store-9730,Jacksonville,CA,91649,2005-01-04,9999-12-1082
STORE-6483,Anycompany - store-6483,Fort Worth,FL,40088,2005-01-04,9999-12-1083
STORE-4557,Anycompany - store-4557,Charlotte,NC,33815,2005-01-04,9999-12-1084
STORE-1005,Anycompany - store-1005,Chicago,TX,23612,2005-01-04,9999-12-1085
STORE-3532,Anycompany - store-3532,Washington,TX,24630,2005-01-04,9999-12-1086
STORE-9230,Anycompany - store-9230,Philadelphia,OH,30977,2005-01-04,9999-12-1087
STORE-3540,Anycompany - store-3540,San Francisco,TX,37574,2005-01-04,9999-12-1088
STORE-7282,Anycompany - store-7282,San Jose,NY,80690,2005-01-04,9999-12-1089
STORE-2489,Anycompany - store-2489,San Antonio,IN,53489,2005-01-04,9999-12-1090
STORE-8146,Anycompany - store-8146,Columbus,NC,36594,2005-01-04,9999-12-1091
STORE-1290,Anycompany - store-1290,Chicago,OH,85278,2005-01-04,9999-12-1092
STORE-5972,Anycompany - store-5972,San Antonio,IL,90396,2005-01-04,9999-12-1093
STORE-4770,Anycompany - store-4770,San Antonio,TX,21338,2005-01-04,9999-12-1094
STORE-2415,Anycompany - store-2415,Denver,DC,55006,2005-01-04,9999-12-1095
STORE-8579,Anycompany - store-8579,Los Angeles,TX,61401,2005-01-04,9999-12-1096
STORE-4664,Anycompany - store-4664,Charlotte,PA,77693,2005-01-04,9999-12-1097
STORE-2446,Anycompany - store-2446,Philadelphia,TX,63479,2005-01-04,9999-12-1098
STORE-9087,Anycompany - store-9087,Seattle,CO,34123,2005-01-04,9999-12-1099
STORE-8726,Anycompany - store-8726,Columbus,TX,48961,2005-01-04,9999-12-1100
